MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
70,RM,60,7200,2,0,4,Lvl,AllPub,Corner,3,OldTown,Norm,Norm,1Fam,2Story,7,7,1920,1950,Hip,CompShg,Wd Sdng,Wd Sdng,0,0,3,3,BrkTil,2,3,1,1,0,1,0,596,596,GasA,5,1,SBrkr,998,764,0,1762,1,0,1,1,4,1,4,8,7,0,0,Detchd,1989,1,2,576,3,3,1,36,0,221,0,0,0,0,0,0,0,10,2006,WD,Normal
30,RL,68,25339,2,0,4,Lvl,AllPub,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,7,1918,2007,Gable,CompShg,Wd Sdng,Wd Sdng,0,0,3,4,BrkTil,3,3,1,1,0,1,0,816,816,GasA,5,1,SBrkr,1416,0,0,1416,0,0,2,0,3,1,4,7,7,0,0,Attchd,2007,1,2,576,3,3,1,0,0,112,0,0,0,0,0,0,0,8,2007,WD,Normal
50,RL,60,9060,2,0,4,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,WdShing,Wd Shng,0,0,3,3,BrkTil,3,3,2,3,204,1,0,356,560,GasA,3,1,SBrkr,698,560,0,1258,0,0,1,0,2,1,3,6,7,0,0,Detchd,1939,1,1,280,3,3,2,0,0,0,0,0,0,0,3,0,0,10,2009,WD,Normal
50,RM,40,5436,2,0,4,Lvl,AllPub,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,8,1922,2007,Gable,CompShg,VinylSd,VinylSd,0,0,3,4,BrkTil,3,3,1,4,735,1,0,61,796,GasA,4,1,SBrkr,796,358,0,1154,1,0,1,0,3,1,4,7,7,0,0,Detchd,1922,1,1,240,3,3,1,0,96,0,0,0,0,0,3,0,0,5,2010,WD,Normal
60,RL,80,16692,2,0,3,Lvl,AllPub,Inside,3,NWAmes,RRAn,Norm,1Fam,2Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,184,3,3,CBlock,4,3,1,4,790,2,469,133,1392,GasA,3,1,SBrkr,1392,1392,0,2784,1,0,3,1,5,1,4,12,7,2,TA,Attchd,1978,2,2,564,3,3,3,0,112,0,0,440,519,2,3,TenC,2000,7,2006,WD,Normal
50,RM,60,8520,2,1,4,Lvl,AllPub,Inside,3,OldTown,Artery,Norm,1Fam,1.5Fin,6,7,1916,1950,Gable,CompShg,Stucco,Stucco,0,0,3,4,BrkTil,3,3,1,3,168,2,546,0,714,GasW,3,0,SBrkr,1664,862,0,2526,0,0,2,0,5,1,4,10,7,1,Gd,Detchd,1916,1,1,216,3,3,3,88,15,0,0,0,0,0,2,0,0,8,2007,CWD,Family
20,RL,42,14892,2,0,3,HLS,AllPub,CulDSac,3,Gilbert,Norm,Norm,1Fam,1Story,9,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,160,5,3,PConc,5,3,4,6,1320,1,0,426,1746,GasA,5,1,SBrkr,1746,0,0,1746,1,0,2,0,3,1,5,7,7,2,Gd,Attchd,2006,3,3,758,3,3,3,201,39,0,0,0,0,0,0,0,0,10,2009,WD,Normal
50,RM,60,6000,2,0,4,Lvl,AllPub,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0,3,4,BrkTil,3,4,1,5,375,1,0,360,735,GasA,5,1,SBrkr,869,349,0,1218,0,1,1,0,3,1,3,6,7,1,Gd,Detchd,2003,1,2,440,3,3,3,0,0,0,0,0,0,0,0,0,0,3,2007,WD,Normal
20,RL,70,9100,2,0,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,244,4,3,PConc,4,3,3,6,1400,1,0,125,1525,GasA,5,1,SBrkr,1525,0,0,1525,1,0,2,0,3,1,4,6,7,0,0,Attchd,2000,2,2,541,3,3,3,219,36,0,0,0,0,0,0,0,0,9,2006,WD,Normal
90,RL,65,8944,2,0,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,Duplex,1Story,5,5,1967,1967,Gable,CompShg,Plywood,Plywood,0,0,3,3,CBlock,3,3,1,1,0,1,0,1584,1584,GasA,3,1,SBrkr,1584,0,0,1584,0,0,2,0,4,2,3,8,4,0,0,Detchd,1967,1,3,792,3,3,3,0,152,0,0,0,0,0,0,0,0,4,2009,WD,Normal
85,RL,68,7838,2,0,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,0,0,3,3,CBlock,3,3,3,5,769,1,0,95,864,GasA,3,1,SBrkr,900,0,0,900,1,0,1,0,3,1,3,6,7,1,Po,Attchd,1967,2,1,288,3,3,3,175,144,0,0,0,0,0,1,0,0,12,2006,WD,Normal
190,RM,60,10800,2,2,4,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,2fmCon,1.5Fin,6,7,1905,2000,Gable,CompShg,Wd Sdng,Wd Sdng,0,0,3,3,BrkTil,2,3,1,1,0,1,0,482,482,GasA,5,0,SBrkr,1221,691,0,1912,0,0,2,0,3,2,3,7,7,1,TA,Detchd,2003,1,2,672,4,3,3,0,25,212,0,0,0,0,0,0,0,4,2008,WD,Normal
120,RL,53,4045,2,0,4,Lvl,AllPub,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,45,4,3,PConc,4,3,3,6,1070,1,0,286,1356,GasA,5,1,SBrkr,1500,0,0,1500,1,0,2,0,2,1,4,6,7,1,Gd,Attchd,2006,3,3,648,3,3,3,161,20,0,0,0,0,0,0,0,0,10,2006,New,Partial
60,RL,88,12665,2,0,3,Lvl,AllPub,Inside,3,Timber,Norm,Norm,1Fam,2Story,8,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,245,4,3,PConc,4,4,4,1,0,1,0,1094,1094,GasA,5,1,SBrkr,1133,1349,0,2482,0,0,2,1,4,1,4,9,7,1,Gd,BuiltIn,2005,3,3,642,3,3,3,144,39,0,0,0,0,0,0,0,0,2,2007,WD,Normal
20,RL,68,57200,2,0,3,Bnk,AllPub,Inside,1,Timber,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0,3,3,CBlock,3,3,3,4,353,3,334,60,747,GasA,3,1,SBrkr,1687,0,0,1687,1,0,1,0,3,1,3,7,6,2,TA,Detchd,1966,1,2,572,3,3,1,0,0,50,0,0,0,0,0,0,0,6,2010,WD,Normal
70,RM,51,6120,2,0,4,Lvl,AllPub,Inside,3,BrkSide,Norm,Norm,1Fam,2Story,5,8,1920,2004,Gable,CompShg,MetalSd,MetalSd,0,0,3,3,BrkTil,3,3,2,1,0,1,0,939,939,GasA,5,1,SBrkr,939,574,0,1513,0,0,1,1,4,1,3,8,7,0,0,Detchd,1933,1,1,180,2,2,1,24,0,150,0,0,0,0,0,0,0,5,2007,WD,Normal
50,RL,60,7200,2,0,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1.5Fin,5,4,1950,1982,Gable,CompShg,VinylSd,Wd Sdng,0,0,3,3,CBlock,3,3,1,3,180,4,352,676,1208,GasA,4,1,FuseA,1136,768,0,1904,1,0,1,1,3,1,3,7,6,0,0,Attchd,1950,1,1,240,3,3,3,0,0,168,0,0,0,0,4,0,0,5,2009,WD,Normal
50,RL,51,6171,2,0,4,Lvl,AllPub,Inside,3,SWISU,Norm,Norm,1Fam,1.5Fin,6,6,1925,1990,Gable,CompShg,WdShing,Wd Shng,0,0,3,3,BrkTil,3,3,1,4,264,1,0,712,976,GasA,5,1,SBrkr,1160,448,0,1608,0,0,2,1,3,1,4,7,7,1,Gd,Detchd,1925,1,1,216,2,3,3,147,16,0,0,0,0,0,3,0,0,10,2009,WD,Normal
50,RM,50,6000,2,0,4,Lvl,AllPub,Corner,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1929,1950,Gable,CompShg,WdShing,Wd Shng,0,0,3,3,BrkTil,3,3,1,1,0,1,0,862,862,GasA,3,1,SBrkr,950,208,0,1158,0,0,1,0,3,1,3,5,7,1,Gd,BuiltIn,1929,2,1,208,3,3,3,0,0,112,0,0,0,0,0,0,0,7,2008,WD,Normal
60,RL,62,7415,2,0,3,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,0,0,3,3,PConc,3,3,1,6,759,1,0,80,839,GasA,5,1,SBrkr,864,729,0,1593,1,0,2,1,3,1,3,8,7,1,TA,Attchd,2004,3,2,398,3,3,3,100,75,0,0,0,0,0,0,0,0,4,2008,WD,Normal
20,RL,64,6762,2,0,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0,0,4,3,PConc,4,4,3,1,0,1,0,1286,1286,GasA,5,1,SBrkr,1294,0,0,1294,0,0,2,0,2,1,4,6,7,1,Gd,Attchd,2006,2,2,662,3,3,3,168,55,0,0,0,0,0,0,0,0,7,2006,New,Partial
20,RL,49,15256,2,0,3,Lvl,AllPub,CulDSac,3,Somerst,RRAn,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,84,4,3,PConc,4,3,4,6,929,1,0,556,1485,GasA,5,1,SBrkr,1464,0,0,1464,1,0,2,0,3,1,4,6,7,0,0,Attchd,2007,1,3,754,3,3,3,168,160,0,0,0,0,0,0,0,0,8,2007,WD,Normal
50,RL,60,10410,2,1,4,Lvl,AllPub,Corner,3,OldTown,Artery,Norm,1Fam,1.5Fin,3,4,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0,3,3,PConc,3,3,1,1,0,1,0,672,672,GasA,3,1,SBrkr,694,520,0,1214,0,0,1,0,3,1,3,6,7,0,0,Detchd,1998,1,3,936,3,3,3,216,0,160,0,0,0,0,3,0,0,1,2006,WD,Family
120,RM,44,3842,2,0,3,HLS,AllPub,Inside,2,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,174,4,3,PConc,5,3,4,6,1373,1,0,221,1594,GasA,5,1,SBrkr,1646,0,0,1646,1,1,2,0,2,1,4,5,7,1,Gd,Attchd,2004,3,2,482,3,3,3,128,53,0,0,155,0,0,0,0,0,1,2008,WD,Normal
85,RL,70,8445,2,0,4,Lvl,AllPub,Corner,3,CollgCr,Norm,Norm,1Fam,SFoyer,5,7,1972,2007,Gable,CompShg,HdBoard,Wd Shng,0,0,3,3,CBlock,4,3,3,6,656,1,0,112,768,GasA,3,1,SBrkr,768,0,0,768,1,0,1,0,2,1,3,5,7,0,0,Detchd,1988,1,2,396,3,3,3,58,0,0,0,0,0,0,3,0,0,3,2009,WD,Normal
20,RL,68,8780,2,0,3,Lvl,AllPub,Corner,3,Mitchel,Norm,Norm,1Fam,1Story,5,5,1985,1985,Gable,CompShg,HdBoard,Plywood,0,0,3,3,CBlock,3,3,1,5,625,1,0,208,833,GasA,5,1,SBrkr,833,0,0,833,1,0,1,0,3,1,3,5,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,2009,WD,Normal
70,RM,60,7740,2,0,4,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,1Fam,2Story,4,7,1910,1950,Gable,CompShg,VinylSd,VinylSd,0,0,3,3,CBlock,2,3,1,1,0,1,0,622,622,GasA,4,1,SBrkr,741,622,0,1363,0,0,1,0,3,1,3,6,7,0,0,Detchd,1966,1,2,528,3,3,3,0,0,0,0,168,0,0,0,0,0,6,2010,WD,Normal
60,RL,46,20544,2,0,3,Lvl,AllPub,CulDSac,3,NWAmes,Norm,Norm,1Fam,2Story,7,6,1986,1991,Gable,CompShg,Plywood,Plywood,BrkFace,123,3,4,CBlock,4,3,1,1,0,1,0,791,791,GasA,4,1,SBrkr,1236,857,0,2093,0,0,2,1,3,1,3,7,7,1,TA,Attchd,1986,3,2,542,3,3,3,364,63,0,0,0,0,0,3,0,0,11,2008,WD,Normal
60,RL,79,12420,2,0,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,0,0,4,3,PConc,4,3,1,6,666,1,0,278,944,GasA,5,1,SBrkr,944,896,0,1840,1,0,2,1,3,1,4,6,7,0,0,Attchd,2001,2,2,622,3,3,3,0,45,0,0,0,0,0,0,0,0,6,2009,WD,Normal
50,RL,80,9600,2,0,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1.5Fin,6,8,1950,2005,Gable,CompShg,VinylSd,VinylSd,0,0,3,4,CBlock,3,3,1,4,120,1,0,736,856,GasA,5,1,SBrkr,1112,556,0,1668,0,0,1,1,3,1,3,6,5,0,0,Attchd,1950,1,1,271,3,3,3,0,0,0,0,0,0,0,3,0,0,9,2009,WD,Normal
90,RL,60,7200,2,0,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,Duplex,1Story,4,5,1949,1950,Gable,CompShg,BrkFace,Stone,0,0,3,3,Slab,0,0,0,0,0,0,0,0,0,Wall,2,0,FuseF,1040,0,0,1040,0,0,2,0,2,2,3,6,7,0,0,Detchd,1956,1,2,420,3,3,3,0,0,0,0,0,0,0,0,0,0,6,2009,WD,Normal
20,RL,88,10994,2,0,3,Lvl,AllPub,Corner,3,SawyerW,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,366,4,3,PConc,4,4,1,6,976,1,0,868,1844,GasA,5,1,SBrkr,1844,0,0,1844,1,0,2,0,2,1,4,7,7,1,Gd,Attchd,2005,3,2,620,3,3,3,165,44,0,0,0,0,0,0,0,0,9,2009,COD,Abnorml
50,RL,64,13053,2,2,4,Bnk,AllPub,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,2000,Gambrel,CompShg,Wd Sdng,Wd Sdng,0,0,3,3,BrkTil,3,3,1,1,0,1,0,833,833,GasA,4,1,SBrkr,1053,795,0,1848,0,0,1,1,4,1,4,8,7,1,Gd,Detchd,1922,1,2,370,3,3,1,0,0,0,0,220,0,0,0,0,0,6,2008,WD,Normal
120,RL,51,3635,2,0,4,Lvl,AllPub,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130,4,3,PConc,4,3,1,5,988,1,0,398,1386,GasA,5,1,SBrkr,1569,0,0,1569,0,1,2,0,1,1,4,7,7,1,TA,Attchd,2007,2,3,660,3,3,3,143,20,0,0,0,0,0,0,0,0,5,2009,WD,Normal
190,RM,60,11340,2,0,4,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,2fmCon,2Story,4,6,1885,1950,Gable,CompShg,VinylSd,AsbShng,0,0,3,3,PConc,3,3,1,1,0,1,0,777,777,GasA,4,1,SBrkr,1246,1044,0,2290,0,0,2,0,4,2,3,11,7,0,0,Detchd,1971,1,2,560,3,3,1,0,0,114,0,0,0,0,0,0,0,4,2010,WD,Normal
60,RL,68,16545,2,0,3,Lvl,AllPub,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,731,4,3,PConc,4,3,2,6,781,1,0,503,1284,GasA,5,1,SBrkr,1310,1140,0,2450,1,0,2,1,3,1,4,7,7,1,TA,Attchd,1998,3,3,1069,3,3,3,0,126,0,0,0,0,0,0,0,0,5,2009,WD,Normal
20,RL,71,9204,2,0,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,0,0,3,3,CBlock,3,3,1,4,25,3,872,247,1144,GasA,3,1,SBrkr,1144,0,0,1144,1,0,1,1,3,1,3,6,7,0,0,Detchd,1962,1,1,336,3,3,3,0,88,0,0,0,0,0,0,0,0,8,2008,COD,Normal
20,RL,68,16381,2,0,3,Lvl,AllPub,Inside,3,Crawfor,Norm,Norm,1Fam,1Story,6,5,1969,1969,Gable,CompShg,Plywood,Plywood,BrkFace,312,4,4,CBlock,3,3,3,3,1110,1,0,734,1844,GasA,4,1,SBrkr,1844,0,0,1844,1,0,2,0,3,1,4,7,7,1,TA,Attchd,1969,2,2,540,3,3,3,0,73,216,0,0,0,0,0,0,0,12,2006,WD,Normal
60,RL,90,11700,2,0,4,Lvl,AllPub,Corner,3,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,420,3,3,CBlock,3,3,1,5,404,1,0,304,708,GasA,4,1,SBrkr,708,708,0,1416,0,0,2,1,3,1,3,7,7,1,TA,Attchd,1968,2,2,776,3,3,3,0,169,0,0,119,0,0,0,0,0,5,2006,WD,Normal
120,RL,53,4043,2,0,4,Lvl,AllPub,Inside,3,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,0,0,3,3,CBlock,4,3,1,5,360,1,0,709,1069,GasA,3,1,SBrkr,1069,0,0,1069,0,0,2,0,2,1,3,4,7,1,Fa,Attchd,1977,2,2,440,3,3,3,0,55,0,0,165,0,0,0,0,0,7,2010,WD,Normal
120,RM,37,4435,2,0,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170,4,3,PConc,4,3,3,6,686,1,0,162,848,GasA,5,1,SBrkr,848,0,0,848,1,0,1,0,1,1,4,3,7,0,0,Attchd,2003,3,2,420,3,3,3,140,0,0,0,0,0,0,0,0,0,3,2008,WD,Normal
80,RL,68,19690,2,0,3,Lvl,AllPub,CulDSac,3,Edwards,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Flat,Tar&Grv,Plywood,Plywood,0,0,4,4,CBlock,4,3,3,1,0,1,0,697,697,GasA,3,1,SBrkr,1575,626,0,2201,0,0,2,0,4,1,4,8,7,1,Gd,Attchd,1966,1,2,432,4,4,3,586,236,0,0,0,738,4,4,0,0,8,2006,WD,Alloca
20,RL,68,9503,2,0,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1958,1983,Hip,CompShg,HdBoard,HdBoard,0,0,3,3,CBlock,3,3,1,5,457,3,374,193,1024,GasA,3,1,SBrkr,1344,0,0,1344,1,0,1,0,2,1,3,6,6,1,TA,Detchd,1970,1,1,484,3,3,3,316,28,0,0,0,0,0,2,0,0,6,2007,WD,Normal
20,RL,80,10721,2,0,3,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,HdBoard,HdBoard,Stone,243,4,3,CBlock,3,3,1,1,0,1,0,1252,1252,GasA,5,1,SBrkr,1252,0,0,1252,0,0,1,0,3,1,4,7,7,0,0,Detchd,1960,1,2,528,3,3,3,0,39,0,0,0,0,0,0,0,0,10,2008,WD,Normal
60,RL,81,10944,2,0,3,Lvl,AllPub,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,7,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,448,4,3,PConc,4,3,1,6,1000,1,0,223,1223,GasA,5,1,SBrkr,1223,904,0,2127,1,0,2,1,3,1,4,5,7,2,TA,Attchd,1994,2,2,525,3,3,3,171,132,0,0,0,0,0,0,0,0,8,2008,WD,Normal
50,RL,60,10930,2,1,4,Bnk,AllPub,Inside,3,NAmes,Artery,Norm,1Fam,1.5Fin,5,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,0,0,3,3,CBlock,3,3,1,4,580,1,0,333,913,GasA,3,1,FuseA,1048,510,0,1558,1,0,1,1,3,1,3,6,7,1,TA,Attchd,1962,1,1,288,3,3,3,0,0,0,0,0,0,0,0,0,0,4,2008,WD,Normal
30,RM,60,7200,2,0,4,Lvl,AllPub,Corner,3,OldTown,Norm,Norm,1Fam,1Story,5,7,1940,1992,Gable,CompShg,MetalSd,MetalSd,Stone,294,3,4,CBlock,3,3,1,4,510,1,0,278,788,GasA,3,1,SBrkr,804,0,0,804,1,0,1,0,2,1,4,4,7,2,Gd,Attchd,1940,1,1,240,3,3,3,0,0,154,0,0,0,0,3,0,0,2,2010,WD,Abnorml
20,RL,68,12546,2,0,3,Lvl,AllPub,Corner,3,NWAmes,Norm,Norm,1Fam,1Story,6,7,1981,1981,Gable,CompShg,MetalSd,MetalSd,BrkFace,310,4,4,CBlock,4,3,1,4,678,1,0,762,1440,GasA,5,1,SBrkr,1440,0,0,1440,0,0,2,0,3,1,4,7,7,1,TA,Attchd,1981,3,2,467,3,3,3,0,0,99,0,0,0,0,0,0,0,4,2007,WD,Normal
60,RL,60,21930,2,0,1,Lvl,AllPub,Inside,3,Gilbert,RRAn,Norm,1Fam,2Story,5,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,0,0,4,3,PConc,4,4,3,1,0,1,0,732,732,GasA,5,1,SBrkr,734,1104,0,1838,0,0,2,1,4,1,3,7,7,1,Gd,BuiltIn,2005,3,2,372,3,3,3,100,40,0,0,0,0,0,0,0,0,7,2006,WD,Normal
120,RL,68,4928,2,0,3,Lvl,AllPub,Inside,3,NPkVill,Norm,Norm,TwnhsE,1Story,6,6,1976,1976,Gable,CompShg,Plywood,Plywood,0,0,3,3,CBlock,4,3,1,2,958,1,0,0,958,GasA,3,1,SBrkr,958,0,0,958,0,0,2,0,2,1,3,5,7,0,0,Attchd,1976,2,2,440,3,3,3,0,60,0,0,0,0,0,0,0,0,10,2009,WD,Normal
30,RL,60,10800,2,1,4,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,1Fam,1Story,4,6,1927,2007,Gable,CompShg,Wd Sdng,Wd Sdng,0,0,3,3,BrkTil,3,3,1,1,0,1,0,656,656,GasA,3,1,SBrkr,968,0,0,968,0,0,2,0,4,1,3,5,7,0,0,Detchd,1928,1,1,216,2,2,3,0,0,0,0,0,0,0,0,0,0,8,2007,WD,Normal
60,RL,93,10261,2,0,3,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,318,3,3,PConc,4,3,1,1,0,1,0,936,936,GasA,5,1,SBrkr,962,830,0,1792,1,0,2,1,3,1,3,8,7,1,TA,Attchd,2000,3,2,451,3,3,3,0,0,0,0,0,0,0,0,0,0,5,2008,WD,Normal
20,RL,80,17400,2,0,4,Low,AllPub,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,BrkFace,BrkFace,0,0,3,3,CBlock,3,3,1,5,936,1,0,190,1126,GasA,2,1,SBrkr,1126,0,0,1126,1,0,2,0,3,1,3,5,7,1,Gd,Attchd,1977,2,2,484,3,3,2,295,41,0,0,0,0,0,0,0,0,5,2006,WD,Normal
20,RL,80,8400,2,0,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,9,1962,2005,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,237,4,4,CBlock,3,3,1,1,0,1,0,1319,1319,GasA,3,1,SBrkr,1537,0,0,1537,1,0,1,1,3,1,4,7,7,1,Gd,Attchd,1962,2,2,462,3,3,3,0,36,0,0,0,0,0,4,0,0,7,2008,COD,Abnorml
20,RL,60,9000,2,0,4,Lvl,AllPub,FR2,3,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,0,0,3,3,PConc,3,3,1,5,616,1,0,248,864,GasA,3,1,SBrkr,864,0,0,864,0,0,1,0,3,1,3,5,7,0,0,Detchd,1974,1,2,528,3,3,3,0,0,0,0,0,0,0,2,0,0,5,2007,WD,Normal
20,RL,96,12444,2,0,4,Lvl,AllPub,FR2,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,426,5,3,PConc,5,3,3,6,1336,1,0,596,1932,GasA,5,1,SBrkr,1932,0,0,1932,1,0,2,0,2,1,5,7,7,1,Gd,Attchd,2008,3,3,774,3,3,3,0,66,0,304,0,0,0,0,0,0,11,2008,New,Partial
20,RM,90,7407,2,0,4,Lvl,AllPub,Inside,3,OldTown,Artery,Norm,1Fam,1Story,6,7,1957,1996,Gable,CompShg,MetalSd,MetalSd,0,0,3,3,CBlock,3,3,1,6,600,1,0,312,912,GasA,3,1,FuseA,1236,0,0,1236,1,0,1,0,2,1,3,6,7,0,0,Attchd,1957,1,2,923,3,3,3,0,158,158,0,0,0,0,3,0,0,4,2010,WD,Normal
60,RL,80,11584,2,0,4,Lvl,AllPub,Inside,3,NWAmes,Norm,Norm,1Fam,SLvl,7,6,1979,1979,Hip,CompShg,HdBoard,HdBoard,BrkFace,96,3,3,CBlock,3,3,1,6,315,3,110,114,539,GasA,3,1,SBrkr,1040,685,0,1725,0,0,2,1,3,1,3,6,7,1,TA,Attchd,1979,2,2,550,3,3,3,0,88,216,0,0,0,0,0,0,0,11,2007,WD,Normal
70,RL,79,11526,2,0,3,Bnk,AllPub,Inside,2,Crawfor,Norm,Norm,1Fam,2.5Fin,6,7,1922,1994,Gable,CompShg,MetalSd,MetalSd,0,0,3,3,BrkTil,5,3,1,1,0,1,0,588,588,GasA,2,1,SBrkr,1423,748,384,2555,0,0,2,0,3,1,3,11,6,1,Gd,Detchd,1993,3,2,672,3,3,3,431,0,0,0,0,0,0,0,0,0,9,2008,WD,Normal
120,RM,68,4426,2,0,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,147,4,3,PConc,4,3,3,6,697,1,0,151,848,GasA,5,1,SBrkr,848,0,0,848,1,0,1,0,1,1,4,3,7,1,TA,Attchd,2004,2,2,420,3,3,3,149,0,0,0,0,0,0,0,0,0,5,2008,WD,Normal
60,FV,85,11003,2,0,4,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,2Story,10,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,160,5,3,PConc,5,3,3,6,765,1,0,252,1017,GasA,5,1,SBrkr,1026,981,0,2007,1,0,2,1,3,1,5,10,7,1,Ex,Attchd,2008,3,3,812,3,3,3,168,52,0,0,0,0,0,0,0,0,4,2009,WD,Normal
